Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 FEB 2026,SMLT,EQ,SARTHAK METALS LIMITED   ,Listed    ,05 FEB 2026,              10.00,          13689750,             71.95,      984703717.50      
05 FEB 2026,SMSPHARMA,EQ,SMS PHARMACEUTICALS LTD. ,Listed    ,05 FEB 2026,               1.00,          93652030,            320.45,    30010793013.50 
05 FEB 2026,SMVD,ST,SMVD POLY PACK LIMITED   ,Listed    ,01 FEB 2026,              10.00,          10030108,              8.05,       80742369.40      
05 FEB 2026,SNEHAA,SM,SNEHAA ORGANICS LIMITED  ,Listed    ,05 FEB 2026,              10.00,          10179000,             47.25,      480957750.00    
05 FEB 2026,SNOWMAN,EQ,SNOWMAN LOGISTICS LTD.   ,Listed    ,05 FEB 2026,              10.00,         167087995,             42.45,     7096227147.65   
05 FEB 2026,SOBHA,EQ,SOBHA LIMITED            ,Listed    ,05 FEB 2026,              10.00,         106932806,           1491.80,   159522359990.80     
05 FEB 2026,SOCL,SM,SUNDREX OIL COMPANY LTD  ,Listed    ,05 FEB 2026,              10.00,          13393552,             28.65,      383725264.80      
05 FEB 2026,SOFTTECH,EQ,SOFTTECH ENGINEERS LTD   ,Listed    ,05 FEB 2026,              10.00,          13842138,            293.45,     4061975396.10  
05 FEB 2026,SOLARA,EQ,SOLARA ACTIVE PHA SCI LTD,Listed    ,05 FEB 2026,              10.00,          36171307,            526.45,    19042384570.15    
05 FEB 2026,SOLARINDS,EQ,SOLAR INDUSTRIES (I) LTD ,Listed    ,05 FEB 2026,               2.00,          90490055,          13384.00,  1211118896120.00 
05 FEB 2026,SOLARWORLD,EQ,SOLARWORLD ENERGY SOL LTD,Listed    ,05 FEB 2026,               5.00,          86672654,            222.25,    19264730804.60
05 FEB 2026,SOLEX,EQ,SOLEX ENERGY LIMITED     ,Listed    ,05 FEB 2026,              10.00,          10802489,            926.90,    10012827054.10     
05 FEB 2026,SOMANYCERA,EQ,SOMANY CERAMICS LIMITED  ,Listed    ,05 FEB 2026,               2.00,          41012806,            398.85,    16357957673.10
05 FEB 2026,SOMATEX,BE,SOMA TEXTILEI NDUSTRIES L,Listed    ,05 FEB 2026,              10.00,          33033000,            113.95,     3764110350.00   
05 FEB 2026,SOMICONVEY,EQ,SOMI CONVEYOR BELT. LTD. ,Listed    ,05 FEB 2026,              10.00,          11779656,             90.70,     1068179206.10
05 FEB 2026,SONACOMS,EQ,SONA BLW PRECISION FRGS L,Listed    ,05 FEB 2026,              10.00,         621720975,            524.25,   325937221143.75  
05 FEB 2026,SONAMAC,SM,SONA MACHINERY LIMITED   ,Listed    ,05 FEB 2026,              10.00,          13724000,             39.40,      540725600.00   
05 FEB 2026,SONAMLTD,EQ,SONAM LIMITED            ,Listed    ,05 FEB 2026,               5.00,          40032000,             40.45,     1619694720.00  
05 FEB 2026,SONATSOFTW,EQ,SONATA SOFTWARE LTD      ,Listed    ,05 FEB 2026,               1.00,         280424816,            309.15,    86693331866.40
05 FEB 2026,SONUINFRA,SM,SONU INFRATECH LIMITED   ,Listed    ,04 FEB 2026,              10.00,          10349000,             75.00,      776175000.00 
05 FEB 2026,SOTAC,SM,SOTAC PHARMACEUTICALS LTD,Listed    ,30 JAN 2026,              10.00,          11050000,            118.30,     1307215000.00     
05 FEB 2026,SOTL,EQ,SAVITA OIL TECHNOLO. LTD ,Listed    ,05 FEB 2026,               2.00,          68560415,            353.75,    24253246806.25      
05 FEB 2026,SOUTHBANK,EQ,THE SOUTH INDIAN BANK LTD,Listed    ,05 FEB 2026,               1.00,        2617047961,             41.25,   107953228391.25 
05 FEB 2026,SOUTHWEST,BE,SOUTH WEST PINNACLE LTD  ,Listed    ,05 FEB 2026,              10.00,          29830011,            212.85,     6349914441.55 
05 FEB 2026,SPAL,EQ,S. P. APPARELS LIMITED   ,Listed    ,05 FEB 2026,              10.00,          25092600,            726.40,    18227264640.00      
05 FEB 2026,SPANDANA,EQ,SPANDANA SPHOORTY FIN LTD,Listed    ,05 FEB 2026,              10.00,          71305144,            250.15,    17836981771.60  
05 FEB 2026,SPARC,EQ,SUN PHARMA ADV.RES.CO.LTD,Listed    ,05 FEB 2026,               1.00,         324499558,            140.25,    45511063009.50     
05 FEB 2026,SPCENET,EQ,SPACENET ENTERS IND LTD  ,Listed    ,05 FEB 2026,               1.00,         566103736,              5.85,     3323028930.30   
05 FEB 2026,SPCL,SM,SHIVALIC POWER CONTROL L ,Listed    ,05 FEB 2026,              10.00,          24115754,             97.20,     2344051288.80      
05 FEB 2026,SPEB,SM,SPEB ADHESIVES LIMITED   ,Listed    ,05 FEB 2026,              10.00,          22464570,             55.80,     1253523006.00      
05 FEB 2026,SPECIALITY,EQ,SPECIALITY REST LTD      ,Listed    ,05 FEB 2026,              10.00,          48235657,            111.10,     5358981492.70
05 FEB 2026,SPECTRUM,EQ,SPECTRUM ELECTRIC IND LTD,Listed    ,05 FEB 2026,              10.00,          15713840,           1247.30,    19599872632.00  
05 FEB 2026,SPECTSTM,SM,SPECTRUM TALENT MGMT LTD ,Listed    ,05 FEB 2026,              10.00,          23093096,             95.00,     2193844120.00  
05 FEB 2026,SPENCERS,EQ,SPENCER S RETAIL LIMITED ,Listed    ,05 FEB 2026,               5.00,          90138789,             39.50,     3561383553.40  
05 FEB 2026,SPIC,EQ,SPIC LTD                 ,Listed    ,05 FEB 2026,              10.00,         203640336,             71.15,    14489009906.40      
05 FEB 2026,SPLIL,EQ,SPL INDUSTRIES LIMITED   ,Listed    ,05 FEB 2026,              10.00,          29000004,             29.20,      846220116.70     
05 FEB 2026,SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,Listed    ,05 FEB 2026,               2.00,         188041342,            603.75,   113529960232.50  
05 FEB 2026,SPMLINFRA,EQ,SPML INFRA LIMITED       ,Listed    ,05 FEB 2026,               2.00,          72251771,            181.95,    13144764698.05 
05 FEB 2026,SPORTKING,EQ,SPORTKING INDIA LIMITED  ,Listed    ,05 FEB 2026,               1.00,         132872000,            104.65,    13903726080.00 
05 FEB 2026,SPPPOLY,SM,SPP POLYMER LIMITED      ,Listed    ,05 FEB 2026,              10.00,          15391160,             15.00,      230867400.00   
05 FEB 2026,SPRL,SM,SP REFRACTORIES LIMITED  ,Listed    ,05 FEB 2026,              10.00,           1789500,            115.50,      206687250.00      
05 FEB 2026,SPUNWEB,SM,SPUNWEB NONWOVEN LIMITED ,Listed    ,05 FEB 2026,              10.00,          24103409,            116.00,     2795995444.00   
05 FEB 2026,SRD,EQ,SHANKAR LAL RAMPAL LTD   ,Listed    ,05 FEB 2026,              10.00,          63966780,             57.70,     3690243538.20       
05 FEB 2026,SREEL,EQ,SREELEATHERS LIMITED     ,Listed    ,05 FEB 2026,              10.00,          23155012,            217.50,     5036678210.25     
05 FEB 2026,SRF,EQ,SRF LTD                  ,Listed    ,05 FEB 2026,              10.00,         296424825,           2906.30,   861499468897.50       
05 FEB 2026,SRGHFL,EQ,SRG HOUSING FINANCE L    ,Listed    ,05 FEB 2026,              10.00,          15694588,            280.25,     4398408287.00    
05 FEB 2026,SRHHYPOLTD,EQ,SREE RAYALSEEMA HHP LTD. ,Listed    ,05 FEB 2026,              10.00,          17164821,            457.90,     7859771535.90
05 FEB 2026,SRIVASAVI,SM,SRIVASAVI ADHESIVE TAPE L,Listed    ,05 FEB 2026,              10.00,          14174166,             45.05,      638546178.30 
05 FEB 2026,SRM,EQ,SRM CONTRACTORS LIMITED  ,Listed    ,05 FEB 2026,              10.00,          22944200,            416.55,     9557406510.00       
05 FEB 2026,SSDL,EQ,SARASWATI SAREE DEPOT LTD,Listed    ,05 FEB 2026,              10.00,          39599800,             70.85,     2805249832.00      
05 FEB 2026,SSEGL,SM,SATHLOKHAR SYN E&C GLOB L,Listed    ,05 FEB 2026,              10.00,          24137992,            395.65,     9550196534.80     
05 FEB 2026,SSFL,SM,SRIVARI SPICES N FOODS L ,Listed    ,05 FEB 2026,              10.00,           8570400,             89.70,      768764880.00      
05 FEB 2026,SSWL,EQ,STEEL STRIPS WHEELS LTD. ,Listed    ,05 FEB 2026,               1.00,         157180425,            215.85,    33930538344.75      
05 FEB 2026,STALLION,EQ,STALLION IND FLUOROCHEM L,Listed    ,05 FEB 2026,              10.00,          79325254,            184.55,    14639475625.70  
05 FEB 2026,STANLEY,EQ,STANLEY LIFESTYLES LTD   ,Listed    ,05 FEB 2026,               2.00,          57125663,            179.55,    10256341535.00   
05 FEB 2026,STAR,EQ,STRIDES PHARMA SCI LTD   ,Listed    ,05 FEB 2026,              10.00,          92172714,            861.80,    79434444925.20      
05 FEB 2026,STARCEMENT,EQ,STAR CEMENT LIMITED      ,Listed    ,05 FEB 2026,               1.00,         412428997,            222.55,    91781948992.40
05 FEB 2026,STARHEALTH,EQ,STAR HEALTH & AL INS CO L,Listed    ,05 FEB 2026,              10.00,         588398801,            464.90,   273546602584.90
05 FEB 2026,STARPAPER,EQ,STAR PAPER MILLS LTD     ,Listed    ,05 FEB 2026,              10.00,          15608350,            149.25,     2329546237.50 
05 FEB 2026,STARTECK,EQ,STARTECK FINANCE LIMITED ,Listed    ,05 FEB 2026,              10.00,           9910330,            277.95,     2754576223.50  
05 FEB 2026,STCINDIA,EQ,THE STATE TRADING CORPN  ,Listed    ,05 FEB 2026,              10.00,          60000000,            120.35,     7219800000.00  
05 FEB 2026,STEELCAS,EQ,STEELCAST LIMITED        ,Listed    ,05 FEB 2026,               1.00,         101200000,            232.15,    23494592000.00  
05 FEB 2026,STEELCITY,EQ,STEEL CITY SECURITIES LTD,Listed    ,05 FEB 2026,              10.00,          15107095,             83.35,     1259478510.15 
05 FEB 2026,STEELXIND,EQ,STEEL EXCHANGE INDIA LTD ,Listed    ,05 FEB 2026,               1.00,        1247220542,              8.00,     9952819925.15 
05 FEB 2026,STEL,EQ,STEL HOLDINGS LIMITED    ,Listed    ,05 FEB 2026,              10.00,          18455405,            475.80,     8781081699.00      
05 FEB 2026,STERTOOLS,EQ,STERLING TOOLS LIMITED   ,Listed    ,05 FEB 2026,               2.00,          36184318,            235.55,     8523216104.90 
05 FEB 2026,STLNETWORK,EQ,STL NETWORKS LIMITED     ,Listed    ,05 FEB 2026,               2.00,         487921086,             21.80,    10626921253.10
05 FEB 2026,STLTECH,EQ,STERLITE TECHNOLOGIES LTD,Listed    ,05 FEB 2026,               2.00,         488079485,            134.10,    65461220528.20   
05 FEB 2026,STOVEKRAFT,EQ,STOVE KRAFT LIMITED      ,Listed    ,05 FEB 2026,              10.00,          33101500,            522.70,    17302154050.00
05 FEB 2026,STUDDS,EQ,STUDDS ACCESSORIES LTD   ,Listed    ,05 FEB 2026,               5.00,          39353400,            505.80,    19904949720.00    
05 FEB 2026,STUDIOLSD,SM,STUDIO LSD LIMITED       ,Listed    ,05 FEB 2026,               2.00,          51891755,             11.00,      570809305.00 
05 FEB 2026,STYL,EQ,SESHAASAI TECHNOLOGIES L ,Listed    ,05 FEB 2026,              10.00,         161805826,            259.40,    41970813206.15      
05 FEB 2026,STYLAMIND,EQ,STYLAM INDUSTRIES LIMITED,Listed    ,05 FEB 2026,               5.00,          16948060,           2198.30,    37256920298.00 
05 FEB 2026,STYLEBAAZA,EQ,BAAZAR STYLE RETAIL LTD  ,Listed    ,05 FEB 2026,               5.00,          74617353,            311.00,    23205996783.00
05 FEB 2026,STYRENIX,EQ,STYRENIX PERFORMANCE LTD ,Listed    ,05 FEB 2026,              10.00,          17585625,           1910.10,    33590302312.50  
05 FEB 2026,SUBAHOTELS,SM,SUBA HOTELS LIMITED      ,Listed    ,05 FEB 2026,              10.00,          24242516,            118.70,     2877586649.20
05 FEB 2026,SUBEXLTD,EQ,SUBEX LTD                ,Listed    ,05 FEB 2026,               5.00,         562002935,              9.65,     5428948352.10  
05 FEB 2026,SUBROS,EQ,SUBROS LIMITED           ,Listed    ,05 FEB 2026,               2.00,          65235750,            805.85,    52570229137.50    
05 FEB 2026,SUDARCOLOR,EQ,SUDARSHAN COLORNT IND LTD,Listed    ,05 FEB 2026,              10.00,          23081798,            369.55,     8529878450.90
05 FEB 2026,SUDARSCHEM,EQ,SUDARSHAN CHEMICAL INDS L,Listed    ,05 FEB 2026,               2.00,          78606473,            916.55,    72046762828.15
05 FEB 2026,SUDEEPPHRM,EQ,SUDEEP PHARMA LIMITED    ,Listed    ,05 FEB 2026,               1.00,         112948625,            618.30,    69836134837.50
05 FEB 2026,SUKHJITS,EQ,SUKHJIT STARCH & CHEM LTD,Listed    ,05 FEB 2026,               5.00,          31244000,            176.45,     5512378920.00  
05 FEB 2026,SULA,EQ,SULA VINEYARDS LIMITED   ,Listed    ,05 FEB 2026,               2.00,          84447229,            186.15,    15720696150.65      
05 FEB 2026,SUMEETINDS,EQ,SUMEET IND LIMITED       ,Listed    ,05 FEB 2026,               2.00,         526325680,             26.35,    13858155154.40
05 FEB 2026,SUMICHEM,EQ,SUMITOMO CHEM INDIA LTD  ,Listed    ,05 FEB 2026,              10.00,         499145736,            420.00,   209641209120.00  
05 FEB 2026,SUMIT,EQ,SUMIT WOODS LIMITED      ,Listed    ,05 FEB 2026,              10.00,          45268753,             49.95,     2260268837.30     
05 FEB 2026,SUMMITSEC,EQ,SUMMIT SECURITIES LTD    ,Listed    ,05 FEB 2026,              10.00,          10901781,           1755.80,    19141347079.80 
05 FEB 2026,SUNCLAY,EQ,SUNDARAM CLAYTON LIMITED ,Listed    ,05 FEB 2026,               5.00,          22046162,           1328.80,    29294940065.60   
05 FEB 2026,SUNDARAM,EQ,SUNDARAM MULTI PAP LTD   ,Listed    ,05 FEB 2026,               1.00,         473877773,              1.65,      781898325.45  
05 FEB 2026,SUNDARMFIN,EQ,SUNDARAM FINANCE LTD     ,Listed    ,05 FEB 2026,              10.00,         111103860,           5321.00,   591183639060.00
05 FEB 2026,SUNDRMBRAK,EQ,SUNDARAM BRAK LININGS LTD,Listed    ,05 FEB 2026,              10.00,           3934575,            607.05,     2388483753.75
05 FEB 2026,SUNDRMFAST,EQ,SUNDRAM FASTENERS LTD    ,Listed    ,05 FEB 2026,               1.00,         210128370,            924.55,   194274184483.50
05 FEB 2026,SUNDROP,EQ,SUNDROP BRANDS LIMITED   ,Listed    ,05 FEB 2026,              10.00,          37696853,            613.55,    23128904158.15   
05 FEB 2026,SUNFLAG,EQ,SUNFLAG IRON AND STEEL CO,Listed    ,05 FEB 2026,              10.00,         180219448,            249.40,    44946730331.20   
05 FEB 2026,SUNLITE,ST,SUNLITE RECYCLING IND LTD,Listed    ,05 FEB 2026,              10.00,          10880000,            379.95,     4133856000.00   
05 FEB 2026,SUNPHARMA,EQ,SUN PHARMACEUTICAL IND L ,Listed    ,05 FEB 2026,               1.00,        2399334970,           1702.60,  4085107719922.00 
05 FEB 2026,SUNREST,SM,SUNREST LIFESCIENCE LTD  ,Listed    ,05 FEB 2026,              10.00,           4291200,             36.25,      155556000.00   
05 FEB 2026,SUNTECH,SM,SUNTECH INFRA SOLUTIONS L,Listed    ,05 FEB 2026,              10.00,          19362600,             40.65,      787089690.00   
05 FEB 2026,SUNTECK,EQ,SUNTECK REALTY LIMITED   ,Listed    ,05 FEB 2026,               1.00,         146489084,            409.35,    59965306535.40   
05 FEB 2026,SUNTV,EQ,SUN TV NETWORK LIMITED   ,Listed    ,05 FEB 2026,               5.00,         394084620,            540.35,   212943624417.00     
05 FEB 2026,SUPERHOUSE,EQ,SUPERHOUSE LIMITED       ,Listed    ,05 FEB 2026,              10.00,          11025000,            166.70,     1837867500.00
05 FEB 2026,SUPERSPIN,EQ,SUPER SPINNING MILLS LTD ,Listed    ,05 FEB 2026,               1.00,          55000000,              7.95,      436150000.00 
05 FEB 2026,SUPRAJIT,EQ,SUPRAJIT ENGINEERING LTD ,Listed    ,05 FEB 2026,               1.00,         137171147,            466.75,    64024632862.25  
05 FEB 2026,SUPREME,EQ,SUPREME HOLDIN N HOSP I L,Listed    ,05 FEB 2026,              10.00,          38646853,             62.20,     2404607193.65   
05 FEB 2026,SUPREMEIND,EQ,SUPREME INDUSTRIES LTD   ,Listed    ,05 FEB 2026,               2.00,         127026870,           3740.90,   475194817983.00
05 FEB 2026,SUPREMEINF,BZ,SUPREME INFRA. LTD       ,Listed    ,05 FEB 2026,              10.00,          25698372,             82.30,     2114976015.60
05 FEB 2026,SUPREMEPWR,SM,SUPREME POWER EQUIPMENT L,Listed    ,05 FEB 2026,              10.00,          24991135,            178.00,     4448422030.00
05 FEB 2026,SUPRIYA,EQ,SUPRIYA LIFESCIENCE LTD  ,Listed    ,05 FEB 2026,               2.00,          80482800,            668.95,    53838969060.00   
05 FEB 2026,SURAJEST,EQ,SURAJ ESTATE DEVELOPERS L,Listed    ,05 FEB 2026,               5.00,          47773388,            230.05,    10989312441.65  
05 FEB 2026,SURAJLTD,EQ,SURAJ LIMITED            ,Listed    ,05 FEB 2026,              10.00,          18364100,            230.55,     4234026896.00  
05 FEB 2026,SURAKSHA,EQ,SURAKSHA DIAGNOSTIC LTD  ,Listed    ,05 FEB 2026,               2.00,          52080758,            286.00,    14895096788.00  
05 FEB 2026,SURANASOL,EQ,SURANA SOLAR LIMITED     ,Listed    ,05 FEB 2026,               5.00,          49206600,             24.85,     1222291944.00 
05 FEB 2026,SURANAT&P,EQ,SURANA TELECOM AND POW LT,Listed    ,05 FEB 2026,               1.00,         135759963,             17.95,     2436891335.85 
05 FEB 2026,SURANI,SM,SURANI STEEL TUBES LTD.  ,Listed    ,05 FEB 2026,              10.00,          15548036,             59.90,      931327356.40    
05 FEB 2026,SURYALAXMI,EQ,SURYALAKSHMI COT MIL LTD ,Listed    ,05 FEB 2026,              10.00,          18805290,             60.05,     1129445717.40
05 FEB 2026,SURYAROSNI,EQ,SURYA ROSHNI LTD         ,Listed    ,05 FEB 2026,               5.00,         217635896,            255.90,    55695202145.35
05 FEB 2026,SURYODAY,EQ,SURYODAY SMALL FIN BK LTD,Listed    ,05 FEB 2026,              10.00,         106289824,            134.90,    14338497257.60  
05 FEB 2026,SUTLEJTEX,EQ,SUTLEJ TEXT & INDUS LTD  ,Listed    ,05 FEB 2026,               1.00,         163828620,             30.90,     5063942644.20 
05 FEB 2026,SUVEN,EQ,SUVEN LIFE SCIENCES LTD  ,Listed    ,05 FEB 2026,               1.00,         227474207,            165.15,    37562815801.90     
05 FEB 2026,SUVIDHAA,EQ,SUVIDHAA INFOSERVE LTD   ,Listed    ,05 FEB 2026,               1.00,         209806690,              3.05,      635714270.70  
05 FEB 2026,SUYOG,EQ,SUYOG TELEMATICS LIMITED ,Listed    ,05 FEB 2026,              10.00,          11189620,            539.05,     6031764661.00     
05 FEB 2026,SUZLON,EQ,SUZLON ENERGY LIMITED    ,Listed    ,05 FEB 2026,               2.00,       13712280885,             47.85,   656132640347.25    
05 FEB 2026,SVLL,EQ,SHREE VASU LOGISTICS LTD ,Listed    ,05 FEB 2026,              10.00,          11493700,            615.35,     7072648295.00      
05 FEB 2026,SVPGLOB,BE,SVP GLOBAL TEXTILES LTD  ,Listed    ,05 FEB 2026,               1.00,         126500000,              3.45,      437690000.00   
05 FEB 2026,SWANCORP,EQ,SWAN CORP LIMITED        ,Listed    ,05 FEB 2026,               1.00,         313456886,            425.60,   133407250681.60  
05 FEB 2026,SWARAJ,ST,SWARAJ SUITING LIMITED   ,Listed    ,05 FEB 2026,              10.00,          22018260,            275.25,     6060526065.00    
05 FEB 2026,SWARAJENG,EQ,SWARAJ ENGINES LTD       ,Listed    ,05 FEB 2026,              10.00,          12147466,           3578.20,    43466062841.20 
05 FEB 2026,SWASTIK,SM,SWASTIK PIPE LIMITED     ,Listed    ,04 FEB 2026,              10.00,          23231460,             21.00,      487860660.00   
05 FEB 2026,SWELECTES,EQ,SWELECT ENERGY SYS LTD   ,Listed    ,05 FEB 2026,              10.00,          15158760,            552.85,     8380520466.00 
05 FEB 2026,SWIGGY,EQ,SWIGGY LIMITED           ,Listed    ,05 FEB 2026,               1.00,        2760313555,            321.45,   887302792254.75    
05 FEB 2026,SWSOLAR,EQ,STRLNG & WIL REN ENE LTD ,Listed    ,05 FEB 2026,               1.00,         233531720,            194.75,    45482637787.20   
05 FEB 2026,SYLVANPLY,SM,SYLVAN PLYBOARD (INDIA) L,Listed    ,05 FEB 2026,              10.00,          19374830,             51.00,      988116330.00 
05 FEB 2026,SYMPHONY,EQ,SYMPHONY LIMITED         ,Listed    ,05 FEB 2026,               2.00,          68671400,            937.80,    64400038920.00  
05 FEB 2026,SYNCOMF,EQ,SYNCOM FORMU (I) LTD     ,Listed    ,05 FEB 2026,               1.00,         940000000,             13.60,    12784000000.00   
05 FEB 2026,SYNGENE,EQ,SYNGENE INTERNATIONAL LTD,Listed    ,05 FEB 2026,              10.00,         402939420,            459.50,   185150663490.00   
05 FEB 2026,SYNOPTICS,SM,SYNOPTICS TECHNOLOGIES L ,Listed    ,05 FEB 2026,              10.00,           8480000,             51.20,      434176000.00 
05 FEB 2026,SYRMA,EQ,SYRMA SGS TECHNOLOGY LTD ,Listed    ,05 FEB 2026,              10.00,         192830485,            860.60,   165949915391.00     
05 FEB 2026,SYSTANGO,ST,SYSTANGO TECHNOLOGIES LTD,Listed    ,05 FEB 2026,              10.00,          14668800,            287.70,     4220213760.00  
05 FEB 2026,SYSTMTXC,EQ,SYSTEMATIX CORP SERVICE L,Listed    ,05 FEB 2026,               1.00,         136538010,             83.10,    11349039391.20  
05 FEB 2026,TAC,SM,TAC INFOSEC LIMITED      ,Listed    ,05 FEB 2026,              10.00,          21026240,            606.60,    12754517184.00       
05 FEB 2026,TAINWALCHM,EQ,TAINWALA CHEMICAL AND PLA,Listed    ,05 FEB 2026,              10.00,           9363863,            171.50,     1605902504.50
05 FEB 2026,TAJGVK,EQ,TAJ GVK HOTELS & RESORTS ,Listed    ,05 FEB 2026,               2.00,          62701495,            369.70,    23180742701.50    
05 FEB 2026,TAKE,BE,TAKE SOLUTIONS LTD       ,Listed    ,05 FEB 2026,               1.00,         147934000,             41.65,     6161451100.00      
05 FEB 2026,TALBROAUTO,EQ,TALBROS AUTO. COMP. LTD  ,Listed    ,05 FEB 2026,               2.00,          61728150,            281.80,    17394992670.00
05 FEB 2026,TANKUP,ST,TANKUP ENGINEERS LIMITED ,Listed    ,05 FEB 2026,              10.00,           5295000,            515.75,     2730896250.00    
05 FEB 2026,TANLA,EQ,TANLA PLATFORMS LIMITED  ,Listed    ,05 FEB 2026,               1.00,         132617359,            490.70,    65075338061.30     
05 FEB 2026,TAPIFRUIT,SM,TAPI FRUIT PROCESSING LTD,Listed    ,05 FEB 2026,              10.00,           4300500,             58.25,      250504125.00 
05 FEB 2026,TARACHAND,EQ,TARA CHAND INFRA SOLN LTD,Listed    ,05 FEB 2026,               2.00,          78824900,             64.70,     5101547528.00 
05 FEB 2026,TARAPUR,EQ,TARAPUR TRANSFORMERS LTD ,Listed    ,05 FEB 2026,              10.00,          19500011,             29.95,      583635329.25   
05 FEB 2026,TARC,EQ,TARC LIMITED             ,Listed    ,05 FEB 2026,               2.00,         295096335,            156.90,    46300614961.50      
05 FEB 2026,TARIL,EQ,TRANS & RECTI. LTD       ,Listed    ,05 FEB 2026,               1.00,         300165834,            252.30,    75731839918.20     
05 FEB 2026,TARMAT,EQ,TARMAT LIMITED           ,Listed    ,05 FEB 2026,              10.00,          24064255,             58.10,     1398133215.50    
05 FEB 2026,TARSONS,EQ,TARSONS PRODUCTS LIMITED ,Listed    ,05 FEB 2026,               2.00,          53206281,            206.35,    10978584021.55   
05 FEB 2026,TASTYBITE,EQ,TASTY BITE EATABLES LTD  ,Listed    ,05 FEB 2026,              10.00,           2566000,           7089.00,    18190374000.00 
05 FEB 2026,TATACAP,EQ,TATA CAPITAL LIMITED     ,Listed    ,05 FEB 2026,              10.00,        4244869037,            346.10,  1469149173705.70   
05 FEB 2026,TATACHEM,EQ,TATA CHEMICALS LTD       ,Listed    ,05 FEB 2026,              10.00,         254756278,            709.75,   180813268310.50  
05 FEB 2026,TATACOMM,EQ,TATA COMMUNICATIONS LTD  ,Listed    ,05 FEB 2026,              10.00,         285000000,           1550.00,   441750000000.00  
05 FEB 2026,TATACONSUM,EQ,TATA CONSUMER PRODUCT LTD,Listed    ,05 FEB 2026,               1.00,         989544308,           1155.90,  1143814265617.20
05 FEB 2026,TATAELXSI,EQ,TATA ELXSI LIMITED       ,Listed    ,05 FEB 2026,              10.00,          62295229,           5406.00,   336768007974.00 
05 FEB 2026,TATAINVEST,EQ,TATA INVESTMENT CORP LTD ,Listed    ,05 FEB 2026,               1.00,         505952960,            622.65,   315031610544.00
05 FEB 2026,TATAPOWER,EQ,TATA POWER CO LTD        ,Listed    ,05 FEB 2026,               1.00,        3195339547,            364.50,  1164701264881.50 
05 FEB 2026,TATASTEEL,EQ,TATA STEEL LIMITED       ,Listed    ,05 FEB 2026,               1.00,       12483527171,            197.75,  2468742333336.95 
05 FEB 2026,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,Listed    ,05 FEB 2026,               2.00,         405743604,            642.75,   260791701471.00  
05 FEB 2026,TATVA,EQ,TATVA CHIN PHARM CHEM LTD,Listed    ,05 FEB 2026,              10.00,          23392055,           1179.70,    27595607283.50     
05 FEB 2026,TAURIAN,SM,TAURIAN MPS LIMITED      ,Listed    ,05 FEB 2026,              10.00,           8883200,            241.10,     2141739520.00   
05 FEB 2026,TBI,SM,TBI CORN LIMITED         ,Listed    ,05 FEB 2026,              10.00,          18158405,             71.50,     1298325957.50       
05 FEB 2026,TBOTEK,EQ,TBO TEK LIMITED          ,Listed    ,05 FEB 2026,               1.00,         108587787,           1458.90,   158418722454.30    
05 FEB 2026,TBZ,EQ,TRIB BHIMJI ZAVERI LTD   ,Listed    ,05 FEB 2026,              10.00,          66730620,            157.20,    10489386157.80       
05 FEB 2026,TCI,EQ,TRANSPORT CORPN OF INDIA ,Listed    ,05 FEB 2026,               2.00,          76726987,           1061.10,    81415005905.70       
05 FEB 2026,TCIEXP,EQ,TCI EXPRESS LIMITED      ,Listed    ,05 FEB 2026,               2.00,          38418990,            581.25,    22331037937.50    
05 FEB 2026,TCIFINANCE,BE,TCIFINANCELTD-ROLL SETT  ,Listed    ,05 FEB 2026,              10.00,          12872493,             16.15,      207633312.10
05 FEB 2026,TCL,SM,THAAI CASTING LIMITED    ,Listed    ,05 FEB 2026,              10.00,          24341437,             89.50,     2178558611.50       
05 FEB 2026,TCPLPACK,EQ,TCPL PACKAGING LIMITED   ,Listed    ,05 FEB 2026,              10.00,           9100000,           2704.20,    24608220000.00  
05 FEB 2026,TCS,EQ,TATA CONSULTANCY SERV LT ,Listed    ,05 FEB 2026,               1.00,        3618087518,           2991.50, 10823508810097.00       
05 FEB 2026,TDPOWERSYS,EQ,TD POWER SYSTEMS LTD.    ,Listed    ,05 FEB 2026,               2.00,         156214830,            809.60,   126471526368.00
05 FEB 2026,TEAMGTY,EQ,TEAM INDIA GUARANTY LTD  ,Listed    ,05 FEB 2026,              10.00,           8993149,            265.80,     2390379004.20   
05 FEB 2026,TEAMLEASE,EQ,TEAMLEASE SERVICES LTD.  ,Listed    ,05 FEB 2026,              10.00,          16768900,           1444.80,    24227706720.00 
05 FEB 2026,TECHD,SM,TECHD CYBERSECURITY LTD  ,Listed    ,05 FEB 2026,              10.00,           7479733,            497.55,     3721541154.15     
05 FEB 2026,TECHERA,SM,TECHERA ENGINEER (IND) L ,Listed    ,05 FEB 2026,              10.00,          16520925,            218.85,     3615604436.25   
05 FEB 2026,TECHLABS,SM,TRIDENT TECHLABS LIMITED ,Listed    ,05 FEB 2026,              10.00,          17281064,            212.30,     3668769887.20  
